lncRNA,mRNA
DANCR,TMEM109
DANCR,RBKS
DANCR,SHC3
DANCR,SPNS1
DANCR,ZNF12
DANCR,KLHL2
DANCR,KIF24
DANCR,CAPN5
DANCR,MCUB
DANCR,CREB3
DANCR,PLCE1
DANCR,TM4SF19
DANCR,PEX7
DANCR,DPY19L2P2
DANCR,ZNF580
DANCR,KTN1
DANCR,HERC6
DANCR,UBE3D
DANCR,GRXCR2
DANCR,ODF2
DANCR,TRIM71
DANCR,GOLGB1
DANCR,FLOT1
DANCR,HOXA4
DANCR,ARHGAP12
DANCR,ADRM1
DANCR,ATF4
DANCR,TTC27
DANCR,CHPT1
DANCR,CYLD
DANCR,BECN1
DANCR,C16orf46
DANCR,HHLA3
DANCR,FIGNL1
DANCR,YIPF4
DANCR,CYTH1
DANCR,ZDHHC18
DANCR,H2BC11
DANCR,SLC25A29
DANCR,ATP7B
DANCR,ZG16B
DANCR,CRYAB
DANCR,TRAM2
DANCR,SEMA3C
DANCR,CAMK1D
DANCR,TBCEL
DANCR,ZFYVE27
DANCR,CCBE1
DANCR,NDRG4
DANCR,PAPOLA
DANCR,LYST
DANCR,LYAR
DANCR,METTL18
DANCR,ARHGEF1
DANCR,AFAP1-AS1
DANCR,PAX6
DANCR,CHST10
DANCR,MFSD1
DANCR,ATRIP
DANCR,CEP120
DANCR,TUBG1
DANCR,DGCR2
DANCR,CREBL2
DANCR,RBBP8
DANCR,NOG
DANCR,PACRG
DANCR,ADH5
DANCR,RBX1
DANCR,DGCR8
DANCR,HS2ST1
DANCR,CPED1
DANCR,CUL4A
DANCR,MR1
DANCR,ZNF880
DANCR,FBXW4
DANCR,WDR77
DANCR,NECAB1
DANCR,PKIA
DANCR,TSC22D4
DANCR,DUS2
DANCR,SPATA2
DANCR,BCDIN3D
DANCR,REN
DANCR,RANGAP1
DANCR,LDLRAD3
DANCR,WDR37
DANCR,FAM171A2
DANCR,PAICS
DANCR,APPBP2
DANCR,ILF3
DANCR,HDAC2
DANCR,STYX
DANCR,MYL9
DANCR,RAPGEF1
DANCR,STK40
DANCR,CCNL2
DANCR,TFPI2
DANCR,ERV3-1
DANCR,ATRN
DANCR,POMT2
DANCR,MRTO4
DANCR,LONRF3
DANCR,MMACHC
DANCR,LRP10
DANCR,PIM1
DANCR,PPP1R18
DANCR,LYN
DANCR,CDS1
DANCR,LGALS3BP
DANCR,SYNM
DANCR,PCOLCE2
DANCR,SF1
DANCR,SLC35F6
DANCR,ASB16-AS1
DANCR,LDHB
DANCR,NCOA1
DANCR,AKT3
DANCR,VARS1
DANCR,MPDZ
DANCR,MTMR14
DANCR,TMEM79
DANCR,RPP25
DANCR,NICN1
DANCR,SEC61A1
DANCR,CTPS2
DANCR,TRAPPC9
DANCR,ANK3
DANCR,MDP1
DANCR,HTATSF1
DANCR,GALNT7
DANCR,SPART
DANCR,SIMC1
DANCR,ADAM12
DANCR,ZNF256
DANCR,RAB36
DANCR,LOX
DANCR,LY96
DANCR,RFX7
DANCR,SPATA25
DANCR,PFAS
DANCR,ZNF8
DANCR,POLM
DANCR,NOS1
DANCR,LETMD1
DANCR,POLR1F
DANCR,CCNT1
DANCR,FBL
DANCR,RNF146
DANCR,FKBP11
DANCR,ATP6V0E1
DANCR,ACOX1
DANCR,FNDC3A
DANCR,USP30
DANCR,CEP63
DANCR,UBR5
DANCR,PLEKHM2
DANCR,GRINA
DANCR,PRMT2
DANCR,HSD17B11
DANCR,PLEKHF2
DANCR,DNAJC25
DANCR,ZNF772
DANCR,TBC1D10A
DANCR,DCUN1D3
DANCR,LSM6
DANCR,TFAP2C
DANCR,PCMTD2
DANCR,CLASP2
DANCR,ABCA3
DANCR,ZCRB1
DANCR,ARID1B
DANCR,MIB2
DANCR,SZT2
DANCR,SCLT1
DANCR,BDNF
DANCR,PEA15
DANCR,FITM2
DANCR,FURIN
DANCR,FAM122C
DANCR,OGDH
DANCR,ING3
DANCR,SEPTIN9
DANCR,SPTLC3
DANCR,SOX13
DANCR,SAMD9
DANCR,DPP7
DANCR,ZNF805
DANCR,ARRDC2
DANCR,CXCL1
DANCR,LIMD1
DANCR,FARP1
DANCR,ITGAV
DANCR,SLC7A1
DANCR,CFH
DANCR,MFAP3
DANCR,CDH6
DANCR,OR4N5
DANCR,RTL6
DANCR,WNK3
DANCR,TMEM123
DANCR,AMOTL2
DANCR,IFNGR1
DANCR,PAXX
DANCR,ABCA5
DANCR,UNG
DANCR,NOP10
DANCR,PPID
DANCR,TRAK1
DANCR,DSTYK
DANCR,TATDN2
DANCR,DDT
DANCR,MSH2
DANCR,PRR11
DANCR,SPPL3
DANCR,MIGA1
DANCR,C8orf33
DANCR,ZNF324
DANCR,LSM10
DANCR,DLG3
DANCR,CENPM
DANCR,ACBD3
DANCR,ZDHHC3
DANCR,MYO9B
DANCR,RTN2
DANCR,ALOX5AP
DANCR,GLA
DANCR,NTSR1
DANCR,MBL2
DANCR,PSMD14
DANCR,CARD17
DANCR,TCEA2
DANCR,SP6
DANCR,MYO1C
DANCR,MAP2K1
DANCR,SYMPK
DANCR,AGBL5
DANCR,LINC00339
DANCR,BCLAF1
DANCR,SYNGR1
DANCR,MSANTD3-TMEFF1
DANCR,RSKR
DANCR,INTS6L
DANCR,BTF3L4
DANCR,SHISA4
DANCR,MORF4L2
DANCR,AKIRIN1
DANCR,FAM120B
DANCR,GTF2F2
DANCR,CADM4
DANCR,MAU2
DANCR,ME2
DANCR,INPP5F
DANCR,RPS6KC1
DANCR,NR1D1
DANCR,TMEM209
DANCR,CTIF
DANCR,TMED5
DANCR,MMP24
DANCR,CLDN1
DANCR,HNRNPD
DANCR,FKBP8
DANCR,SRPK1
DANCR,SLC41A1
DANCR,TMEM50B
DANCR,OSBPL1A
DANCR,STK10
DANCR,PLAAT2
DANCR,NAP1L1
DANCR,LY86-AS1
DANCR,ANKRD50
DANCR,GEMIN2
DANCR,HNRNPH1
DANCR,CYFIP1
DANCR,NOP58
DANCR,IGFBP3
DANCR,EDEM3
DANCR,SLC36A4
DANCR,RAB3IP
DANCR,PLTP
DANCR,DBR1
DANCR,BEX3
DANCR,PRRC2B
DANCR,ZNF521
DANCR,TJP1
DANCR,G6PC3
DANCR,TFRC
DANCR,INTS14
DANCR,CHSY3
DANCR,GULP1
DANCR,WIPI2
DANCR,MAPKAPK5
DANCR,C5orf51
DANCR,C20orf96
DANCR,GART
DANCR,PHLDA3
DANCR,PLXNA3
DANCR,UTP20
DANCR,USP3
DANCR,KLHDC8B
DANCR,SLC25A40
DANCR,LMBR1
DANCR,SNRPA
DANCR,FLNC
DANCR,RPP30
DANCR,DTX3
DANCR,DENND2B
DANCR,DRAM1
DANCR,IGDCC4
DANCR,PXDC1
DANCR,TMTC3
DANCR,DLL4
DANCR,RRAS
DANCR,CLN6
DANCR,ZNF202
DANCR,PPP2R3C
DANCR,SFXN1
DANCR,TACO1
DANCR,NDUFS1
DANCR,RRP9
DANCR,RIPK2
DANCR,ENG
DANCR,PRDM4
DANCR,MIOS
DANCR,PDE10A
DANCR,CDKAL1
DANCR,CACNA1A
DANCR,PEX3
DANCR,ELOF1
DANCR,WNK4
DANCR,NAGA
DANCR,TPP2
DANCR,ESCO1
DANCR,TNPO1
DANCR,CCDC30
DANCR,PILRB
DANCR,LETM2
DANCR,NSMCE1
DANCR,HDDC2
DANCR,FABP4
DANCR,RUVBL2
DANCR,BMS1
DANCR,LSS
DANCR,UAP1
DANCR,RPIA
DANCR,SLC1A2
DANCR,VPS53
DANCR,STK24
DANCR,ZMAT3
DANCR,SLITRK6
DANCR,ZNF550
DANCR,HEXIM2
DANCR,TRMT10A
DANCR,ARMH1
DANCR,BCL11A
DANCR,PFDN2
DANCR,ESRRG
DANCR,XK
DANCR,TMEM140
DANCR,SMARCA2
DANCR,SHMT1
DANCR,PHKA1
DANCR,ETAA1
DANCR,LAMP5
DANCR,SERTAD3
DANCR,TAPT1
DANCR,TMEM230
DANCR,AKTIP
DANCR,ALG9
DANCR,GBP1
DANCR,PPM1D
DANCR,AMD1
DANCR,ATG14
DANCR,ATP5F1A
DANCR,XRCC3
DANCR,TMEM120A
DANCR,AGPS
DANCR,PSMC3
DANCR,TPM2
DANCR,CBX7
DANCR,LPIN1
DANCR,ZBTB21
DANCR,EIF4EBP2
DANCR,CMTM6
DANCR,C1orf109
DANCR,TIPIN
DANCR,RELL1
DANCR,ARPP19
DANCR,EGLN2
DANCR,CYTH4
DANCR,MID2
DANCR,TWF2
DANCR,FAM160A2
DANCR,USP25
DANCR,NCOA5
DANCR,SPATA6
DANCR,LRRC23
DANCR,YTHDC2
DANCR,PEBP1
DANCR,MYG1
DANCR,GGNBP2
DANCR,PURB
DANCR,GAN
DANCR,EOMES
DANCR,ARMC1
DANCR,TMEM9B
DANCR,TNC
DANCR,CLOCK
DANCR,GJB2
DANCR,TIAM1
DANCR,CFAP91
DANCR,NDUFC1
DANCR,MAN2A2
DANCR,YIPF1
DANCR,HMBOX1
DANCR,ILF3-DT
DANCR,CAPN1
DANCR,MOSPD1
DANCR,ALKBH2
DANCR,PNMA2
DANCR,LRRC34
DANCR,TNFRSF25
DANCR,MAPK3
DANCR,SLC35A5
DANCR,IQCJ
DANCR,ZDHHC13
DANCR,SCARA5
DANCR,PNPLA4
DANCR,FOSL2
DANCR,LACC1
DANCR,ALKBH7
DANCR,CYP20A1
DANCR,PRKDC
DANCR,MEA1
DANCR,SHC4
DANCR,MLH3
DANCR,TXLNB
DANCR,RCHY1
DANCR,KDM3A
DANCR,ATP6V0C
DANCR,TEK
DANCR,AGA
DANCR,LPAR6
DANCR,C9orf64
DANCR,RESF1
DANCR,GPR45
DANCR,FA2H
DANCR,AGL
DANCR,CCDC138
DANCR,PTP4A2
DANCR,RCOR3
DANCR,ALG14
DANCR,GLIPR1
DANCR,GPM6B
DANCR,PLA2G1B
DANCR,PALMD
DANCR,ZNF510
DANCR,BICD2
DANCR,WDFY3
DANCR,NIF3L1
DANCR,CLDN3
DANCR,NAA25
DANCR,GFOD2
DANCR,PHF7
DANCR,C6orf141
DANCR,FAM122B
DANCR,SLC35B2
DANCR,DYRK4
DANCR,ATG7
DANCR,PYGO2
DANCR,GABARAPL1
DANCR,SEPHS1
DANCR,WDR19
DANCR,MADD
DANCR,ASH2L
DANCR,SLC4A5
DANCR,CMTR1
DANCR,PREPL
DANCR,CREB5
DANCR,OS9
DANCR,ATE1
DANCR,PRKCI
DANCR,ZNF514
DANCR,BTBD8
DANCR,CBS
DANCR,SMIM19
DANCR,GYS1
DANCR,MPHOSPH9
DANCR,TSPAN5
DANCR,IRGQ
DANCR,C15orf48
DANCR,DCTN5
DANCR,RAB14
DANCR,SINHCAF
DANCR,AVEN
DANCR,EHHADH
DANCR,DYNC1LI1
DANCR,SHROOM2
DANCR,RREB1
DANCR,ILF2
DANCR,TRIB3
DANCR,H2BC18
DANCR,FAM98B
DANCR,NDST2
DANCR,DOK4
DANCR,TINAGL1
DANCR,TRPM7
DANCR,DCTN4
DANCR,STOML2
DANCR,LSM14B
DANCR,TMEM135
DANCR,POMGNT2
DANCR,NMRAL1
DANCR,NANS
DANCR,LTA4H
DANCR,ADAMTS3
DANCR,DYNAP
DANCR,POLR2E
DANCR,PSRC1
DANCR,DDB2
DANCR,NETO2
DANCR,MAD2L2
DANCR,FABP3
DANCR,PHTF2
DANCR,CNPPD1
DANCR,SRP68
DANCR,ZNF84
DANCR,NFE2L3
DANCR,CCNH
DANCR,SDHA
DANCR,PTPN21
DANCR,CD274
DANCR,PUS3
DANCR,ZNF483
DANCR,APBB3
DANCR,WNT5A
DANCR,IFITM10
DANCR,RSC1A1
DANCR,SLC30A9
DANCR,DUSP12
DANCR,CWC15
DANCR,ARL14
DANCR,FNTA
DANCR,PRPF8
DANCR,H3C11
DANCR,UNC119
DANCR,H3C12
DANCR,TMEM18
DANCR,ACD
DANCR,PDP2
DANCR,NAPB
DANCR,SLC9A6
DANCR,USP36
DANCR,EPGN
DANCR,XKR8
DANCR,TRIM4
DANCR,NFIA
DANCR,ARHGAP21
DANCR,OPHN1
DANCR,MGAT1
DANCR,AGGF1
DANCR,ZNF347
DANCR,ANTXR1
DANCR,NSMCE4A
DANCR,RNF170
DANCR,LINC00504
DANCR,GASK1B
DANCR,NT5C1B-RDH14
DANCR,MFN1
DANCR,FDFT1
DANCR,COPA
DANCR,AAK1
DANCR,JKAMP
DANCR,TNFRSF19
DANCR,SHANK2
DANCR,BOK
DANCR,SND1
DANCR,EIF4A3
DANCR,ZNF37A
DANCR,OR8A1
DANCR,MRPS18B
DANCR,PRKAG1
DANCR,TRAPPC3
DANCR,SEH1L
DANCR,ZNF778
DANCR,SSX2IP
DANCR,RBFA
DANCR,RPS14
DANCR,MATR3
DANCR,CRNKL1
DANCR,DOK3
DANCR,TMEM8B
DANCR,MPRIP
DANCR,ARL4C
DANCR,SLPI
DANCR,ZC3H8
DANCR,SLC39A7
DANCR,DNAH5
DANCR,CAP2
DANCR,SCN1B
DANCR,SUPT5H
DANCR,C10orf88
DANCR,C22orf24
DANCR,ATP2C1
DANCR,GALNT6
DANCR,RSL24D1
DANCR,CMSS1
DANCR,TBC1D31
DANCR,ATG9A
DANCR,TSGA10
DANCR,ST3GAL2
DANCR,HGS
DANCR,NSL1
DANCR,FAM111A
DANCR,ODC1
DANCR,TLR3
DANCR,SLC33A1
DANCR,SLC5A3
DANCR,INPP4A
DANCR,SPCS3
DANCR,ABCA2
DANCR,ZNF233
DANCR,KLF10
DANCR,PKIB
DANCR,ATIC
DANCR,TMTC2
DANCR,C11orf54
DANCR,RIBC1
DANCR,DCAF10
DANCR,SLC6A16
DANCR,ASB9
DANCR,TEN1
DANCR,PLCG1
DANCR,DDX59
DANCR,MAK16
DANCR,AMBRA1
DANCR,SUSD1
DANCR,FSIP2
DANCR,FLCN
DANCR,GNPTAB
DANCR,SCML1
DANCR,SNU13
DANCR,GPER1
DANCR,AK3
DANCR,RBMS2
DANCR,SKAP2
DANCR,ENTPD1-AS1
DANCR,NOL3
DANCR,ZNF652
DANCR,SLC4A4
DANCR,BMT2
DANCR,NDNF
DANCR,PKMYT1
DANCR,COA7
DANCR,FFAR1
DANCR,MCTP1
DANCR,TXNIP
DANCR,VPS39
DANCR,MAP9
DANCR,GOLGA8B
DANCR,OSBP2
DANCR,OR5K1
DANCR,HRH1
DANCR,KLF11
DANCR,CCT2
DANCR,NT5DC1
DANCR,MYH10
DANCR,LIN7A
DANCR,GPR19
DANCR,ULK4
DANCR,SKI
DANCR,NQO1
DANCR,RLIM
DANCR,HIBCH
DANCR,PSG9
DANCR,OXNAD1
DANCR,XPC
DANCR,USP7
DANCR,BBS9
DANCR,OBSL1
DANCR,SRPX
DANCR,H2AC17
DANCR,EYA4
DANCR,COA3
DANCR,UTP4
DANCR,FSTL5
DANCR,N4BP2
DANCR,GFUS
DANCR,ZNF490
DANCR,OR4C6
DANCR,HCFC2
DANCR,SRI
DANCR,ZNF670
DANCR,H3-3B
DANCR,FGFR1
DANCR,LRCH3
DANCR,F2RL2
DANCR,USP14
DANCR,BCR
DANCR,ACOT7
DANCR,MRPS10
DANCR,NCSTN
DANCR,SERINC5
DANCR,DDX56
DANCR,MRPL16
DANCR,CENPP
DANCR,ST6GALNAC4
DANCR,TSPAN9
DANCR,RTN4
DANCR,SLC18B1
DANCR,HACL1
DANCR,KCNIP3
DANCR,FARSB
DANCR,MYC
DANCR,ZC2HC1A
DANCR,FOXP4
DANCR,OR6C2
DANCR,CDKL5
DANCR,WDTC1
DANCR,GPATCH4
DANCR,ZSCAN30
DANCR,SEMA5A
DANCR,IDUA
DANCR,SWAP70
DANCR,RRP15
DANCR,PICK1
DANCR,OGFRL1
DANCR,TWIST1
DANCR,NIPAL1
DANCR,MSMO1
DANCR,RAPGEF2
DANCR,DCAF11
DANCR,PIK3R4
DANCR,TFB1M
DANCR,PBX1
DANCR,ARID5A
DANCR,CZIB
DANCR,MPZL1
DANCR,DDX27
DANCR,NDEL1
DANCR,CNNM4
DANCR,LPIN2
DANCR,MAZ
DANCR,TPK1
DANCR,PCF11
DANCR,POLR2A
DANCR,SERTAD4
DANCR,CDK9
DANCR,RWDD1
DANCR,TCP11
DANCR,NDFIP1
DANCR,TM2D3
DANCR,SYNE2
DANCR,SEC24D
DANCR,IL7
DANCR,STK35
DANCR,SORCS2
DANCR,SEMA4C
DANCR,SGK2
DANCR,JMJD8
DANCR,GMPPA
DANCR,USP46
DANCR,RIOK1
DANCR,CABLES1
DANCR,AP2A2
DANCR,ALDOC
DANCR,HDLBP
DANCR,AMHR2
DANCR,C5orf24
DANCR,HYI
DANCR,RECQL
DANCR,ATXN3
DANCR,SLC35A4
DANCR,THEM4
DANCR,PYM1
DANCR,CDC26
DANCR,TMEM217
DANCR,THBS3
DANCR,IPO9
DANCR,TPST1
DANCR,ISOC1
DANCR,RCC2
DANCR,TTF2
DANCR,L3MBTL3
DANCR,ZNF681
DANCR,SERINC1
DANCR,SCNM1
DANCR,PPP1R10
DANCR,ZBTB8OS
DANCR,TP53BP2
DANCR,COPE
DANCR,ZNF383
DANCR,PML
DANCR,NAT10
DANCR,SAMD4A
DANCR,MACF1
DANCR,DERA
DANCR,RAD1
DANCR,RASAL2
DANCR,LINC00174
DANCR,SIGLEC15
DANCR,AP3S1
DANCR,ZFC3H1
DANCR,PRDM10
DANCR,AGO4
DANCR,MRPL9
DANCR,TRIM28
DANCR,TBC1D2
DANCR,ERAP2
DANCR,TRDMT1
DANCR,RPL14
DANCR,RCL1
DANCR,KLHL24
DANCR,WAPL
DANCR,FAM110B
DANCR,PLA1A
DANCR,RPL37A
DANCR,PROCR
DANCR,SLTM
DANCR,IKZF4
DANCR,GUK1
DANCR,MAP4K5
DANCR,HSPA1L
DANCR,DNAJC10
DANCR,POLR1E
DANCR,SLC25A51
DANCR,ARHGEF4
DANCR,FAM53B
DANCR,ATP13A2
DANCR,PWP2
DANCR,SLC25A42
DANCR,CSTB
DANCR,SCG5
DANCR,BEST3
DANCR,WDR54
DANCR,CENPT
DANCR,UPF1
DANCR,NXN
DANCR,BABAM2
DANCR,MAPK8IP3
DANCR,YPEL1
DANCR,ARFGAP2
DANCR,SFR1
DANCR,UBQLN2
DANCR,SCN3A
DANCR,ADGRE5
DANCR,RIN1
DANCR,TAF10
DANCR,NADSYN1
DANCR,GSTP1
DANCR,KRTAP5-9
DANCR,DNAAF2
DANCR,MINPP1
DANCR,VPS36
DANCR,RAD51B
DANCR,H2BU1
DANCR,LCTL
DANCR,CDKL1
DANCR,NCOA3
DANCR,KANSL3
DANCR,SEC11C
DANCR,LMAN2L
DANCR,SOX9
DANCR,GGCX
DANCR,HEXIM1
DANCR,ADM5
DANCR,THRAP3
DANCR,ACTR3B
DANCR,PHF1
DANCR,PPP1CA
DANCR,PCDHB4
DANCR,PNPLA2
DANCR,COBLL1
DANCR,EEF2
DANCR,SGF29
DANCR,SRD5A1
DANCR,MTCH2
DANCR,PPP1R21
DANCR,PIEZO1
DANCR,KLHL5
DANCR,STAG2
DANCR,CFL2
DANCR,TCF4
DANCR,TMED7-TICAM2
DANCR,DNASE1
DANCR,ACACA
DANCR,CMBL
DANCR,NFX1
DANCR,FAM89B
DANCR,SMURF1
DANCR,GINS3
DANCR,BID
DANCR,LMTK2
DANCR,GREM1
DANCR,BZW2
DANCR,ARFGAP3
DANCR,NMI
DANCR,ISLR
DANCR,H2BC3
DANCR,CNTN1
DANCR,PYCR3
DANCR,PPP1R3E
DANCR,LRRC39
DANCR,SF3B2
DANCR,LIG1
DANCR,ASPHD1
DANCR,SYVN1
DANCR,C11orf1
DANCR,FRMD5
DANCR,ZNF80
DANCR,PEX11B
DANCR,COL4A2
DANCR,SLC15A2
DANCR,WDR53
DANCR,CITED4
DANCR,CILK1
DANCR,GGA2
DANCR,FAAP24
DANCR,MSS51
DANCR,NUP62CL
DANCR,HEY1
DANCR,ATP10D
DANCR,LCMT2
DANCR,MRPL2
DANCR,BYSL
DANCR,RBBP6
DANCR,PRDM11
DANCR,SCNN1G
DANCR,FRMD4A
DANCR,PYCR2
DANCR,EBAG9
DANCR,FADS3
DANCR,ARSK
DANCR,CEP57
DANCR,OSCP1
DANCR,HES2
DANCR,B2M
DANCR,SMIM3
DANCR,GPR161
DANCR,B4GAT1
DANCR,CAMSAP2
DANCR,RNF25
DANCR,THAP9
DANCR,SYT9
DANCR,SRA1
DANCR,FZD8
DANCR,EFHD2
DANCR,WRAP53
DANCR,PSMD1
DANCR,ERBIN
DANCR,PKP2
DANCR,EVI2A
DANCR,ADAT1
DANCR,BMP2K
DANCR,PTBP2
DANCR,DAB2
DANCR,TEP1
DANCR,SNAPC1
DANCR,BMP2
DANCR,ANK1
DANCR,NISCH
DANCR,ZNF317
DANCR,SLC2A1
DANCR,STX12
DANCR,ATP1B3
DANCR,ZNF280B
DANCR,RPL22
DANCR,IER3
DANCR,FRK
DANCR,CYB5R1
DANCR,GNPDA1
DANCR,ERLIN2
DANCR,IRF2BPL
DANCR,BAG2
DANCR,NECTIN2
DANCR,HOXB5
DANCR,PARP12
DANCR,EHD4
DANCR,WNK1
DANCR,RWDD2B
DANCR,GMIP
DANCR,AP1S1
DANCR,TSHZ1
DANCR,LGALS1
DANCR,NARS2
DANCR,NUPR2
DANCR,MAGOHB
DANCR,H2BC17
DANCR,NFU1
DANCR,ZNF571
DANCR,TRAF7
DANCR,EXPH5
DANCR,IFI44
DANCR,ARL1
DANCR,PMVK
DANCR,CXorf38
DANCR,GPR39
DANCR,AXL
DANCR,SCAF1
DANCR,RBM6
DANCR,ZFP69B
DANCR,MST1R
DANCR,RBM45
DANCR,STK3
DANCR,HMGN3
DANCR,SAT2
DANCR,NEK1
DANCR,FKBP4
DANCR,KCTD7
DANCR,PPP4R3A
DANCR,IPO13
DANCR,ZNHIT3
DANCR,MAPK1
DANCR,NDUFS3
DANCR,ITGBL1
DANCR,CFAP20
DANCR,PTDSS1
DANCR,TTC38
DANCR,ARPC1B
DANCR,ABL1
DANCR,DDOST
DANCR,ARL13B
DANCR,NR1H2
DANCR,EZH1
DANCR,ADAMTS15
DANCR,CHTF8
DANCR,REEP6
DANCR,TACC1
DANCR,FLYWCH1
DANCR,ZNF720
DANCR,CTNND1
DANCR,PRKN
DANCR,ASB7
DANCR,SMURF2
DANCR,SLC25A36
DANCR,ARSA
DANCR,RTF1
DANCR,SAR1B
DANCR,SPAG8
DANCR,PPIL2
DANCR,IPO5
DANCR,ZSCAN22
DANCR,MARF1
DANCR,PIAS3
DANCR,GABPB1
DANCR,CD72
DANCR,MRM1
DANCR,TRMT1L
DANCR,WT1
DANCR,OR9G1
DANCR,BCAR3
DANCR,SPC24
DANCR,NBEAL1
DANCR,FAHD1
DANCR,H2BC12
DANCR,KCTD12
DANCR,RFX6
DANCR,CCNC
DANCR,POPDC3
DANCR,H2AZ2
DANCR,PIGT
DANCR,SEC61A2
DANCR,LDB1
DANCR,TOX4
DANCR,ARIH2
DANCR,SNRPD1
DANCR,HEXB
DANCR,CAPNS1
DANCR,RNF19B
DANCR,WDR18
DANCR,SCFD1
DANCR,CASP2
DANCR,RHOBTB3
DANCR,EPCAM
DANCR,NID2
DANCR,MVD
DANCR,ADGRG6
DANCR,ZNF770
DANCR,PCYOX1
DANCR,KLHL21
DANCR,TSPEAR
DANCR,TRA2B
DANCR,TXNDC11
DANCR,DHDDS
DANCR,MRPL35
DANCR,MIB1
DANCR,LRRC8A
DANCR,APOOL
DANCR,CEBPG
DANCR,UBFD1
DANCR,ACADSB
DANCR,C15orf39
DANCR,ARHGEF10
DANCR,CRYGS
DANCR,HERC5
DANCR,GRWD1
DANCR,CCDC134
DANCR,NTN4
DANCR,MLLT11
DANCR,TPRA1
DANCR,ZNF613
DANCR,SPATA13
DANCR,AIFM2
DANCR,CCDC25
DANCR,C16orf72
DANCR,PI4K2B
DANCR,EPHA4
DANCR,RPTOR
DANCR,IL4R
DANCR,PHF5A
DANCR,DMAC1
DANCR,PAWR
DANCR,MARCHF3
DANCR,SLC12A4
DANCR,SF3B3
DANCR,ACAT1
DANCR,DIAPH1
DANCR,ISG20L2
DANCR,HABP4
DANCR,PIH1D2
DANCR,FGF1
DANCR,TBX19
DANCR,MIPOL1
DANCR,EWSR1
DANCR,CARS2
DANCR,SGCE
DANCR,HEATR3
DANCR,HOXA13
DANCR,TDRP
DANCR,CCNI
DANCR,AGO2
DANCR,ECHDC1
DANCR,PLPP5
DANCR,PTPRK
DANCR,PIGV
DANCR,FOXP1
DANCR,ZBTB34
DANCR,H4-16
DANCR,CHST7
DANCR,TSPAN6
DANCR,PMPCA
DANCR,MAP3K8
DANCR,CNIH2
DANCR,ELOB
DANCR,BPTF
DANCR,DNAJB11
DANCR,NAGK
DANCR,RTL9
DANCR,MCTS1
DANCR,HIVEP2
DANCR,MCOLN2
DANCR,C12orf60
DANCR,ZMPSTE24
DANCR,SBNO1
DANCR,STX16
DANCR,SMO
DANCR,SRSF7
DANCR,PKP4
DANCR,SLC44A5
DANCR,LHFPL6
DANCR,ATP6V1F
DANCR,NKIRAS2
DANCR,NGDN
DANCR,IRF1
DANCR,BLVRB
DANCR,PIP4K2C
DANCR,ADGRG2
DANCR,PGM5
DANCR,IL6ST
DANCR,NRXN3
DANCR,ZNF90
DANCR,COPS9
DANCR,RPL13AP3
DANCR,ZFP64
DANCR,CDCA4
DANCR,TUBB2A
DANCR,C1orf56
DANCR,PGAM5
DANCR,TTLL6
DANCR,MPP6
DANCR,SNAPIN
DANCR,NRP2
DANCR,ENOX2
DANCR,NTNG2
DANCR,XRCC5
DANCR,SEC14L4
DANCR,RFT1
DANCR,FBLIM1
DANCR,VAPB
DANCR,IBTK
DANCR,GPAA1
DANCR,HOMER3
DANCR,IL7R
DANCR,ZNF354A
DANCR,GABARAP
DANCR,SLC43A1
DANCR,PRXL2B
DANCR,PWWP3B
DANCR,RNF6
DANCR,DAPK2
DANCR,LRP6
DANCR,FBXO15
DANCR,FAM83H
DANCR,POLR1C
DANCR,BAZ2A
DANCR,PI4KB
DANCR,OR6T1
DANCR,PRELID3B
DANCR,EIF2B5
DANCR,AP1G2
DANCR,NDRG1
DANCR,SMAD6
DANCR,SH2B1
DANCR,ERCC3
DANCR,CNOT1
DANCR,SPRYD4
DANCR,CKB
DANCR,LATS1
DANCR,SETD5
DANCR,ELK3
DANCR,TRIM32
DANCR,BDH1
DANCR,SBNO2
DANCR,LIFR
DANCR,RPF1
DANCR,ATG3
DANCR,ORMDL3
DANCR,C1GALT1
DANCR,CERS6
DANCR,UBXN2A
DANCR,YJU2
DANCR,TSC22D2
DANCR,PPDPFL
DANCR,ZNF506
DANCR,RALGPS1
DANCR,ABLIM1
DANCR,OAS2
DANCR,SRP54
DANCR,TEX261
DANCR,SYNE3
DANCR,GPATCH11
DANCR,EXOSC4
DANCR,CREM
DANCR,SLC25A18
DANCR,SPATA12
DANCR,ANKRD9
DANCR,CFDP1
DANCR,CCDC6
DANCR,CTCF
DANCR,GAB2
DANCR,NUDCD1
DANCR,NAA40
DANCR,ZNF367
DANCR,PFKFB2
DANCR,TUSC2
DANCR,MRPL18
DANCR,SRP72
DANCR,GTF2B
DANCR,YEATS2
DANCR,LYPLAL1
DANCR,LRGUK
DANCR,HTT
DANCR,BRD8
DANCR,RHBDL2
DANCR,AKR1C3
DANCR,TMEM214
DANCR,GMPR2
DANCR,SIPA1L1
DANCR,EDNRA
DANCR,ACBD5
DANCR,TMEM47
DANCR,SF3A3
DANCR,CCDC149
DANCR,BCKDK
DANCR,MMP15
DANCR,ATF2
DANCR,TRIM52
DANCR,KMT2E
DANCR,VASH1
DANCR,PINK1-AS
DANCR,GSN
DANCR,NUP54
DANCR,METTL9
DANCR,POLR3E
DANCR,SOX7
